ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,content
0060934417,Bel Canto: A Novel,Ann Patchett,2002.0,Perennial,http://images.amazon.com/images/P/0060934417.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060934417.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060934417.01.LZZZZZZZ.jpg,Bel Canto: A Novel Ann Patchett Perennial
0671793489,All Around the Town,Mary Higgins Clark,1993.0,Pocket Star,http://images.amazon.com/images/P/0671793489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671793489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671793489.01.LZZZZZZZ.jpg,All Around the Town Mary Higgins Clark Pocket Star
0679772677,A Civil Action,JONATHAN HARR,1996.0,Vintage,http://images.amazon.com/images/P/0679772677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679772677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679772677.01.LZZZZZZZ.jpg,A Civil Action JONATHAN HARR Vintage
0312983824,Faking It,Jennifer Crusie,2003.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983824.01.LZZZZZZZ.jpg,Faking It Jennifer Crusie St. Martin's Paperbacks
0440224624,The Loop,Nicholas Evans,1999.0,Dell Publishing Company,http://images.amazon.com/images/P/0440224624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224624.01.LZZZZZZZ.jpg,The Loop Nicholas Evans Dell Publishing Company
0743418174,Good in Bed,Jennifer Weiner,2002.0,Washington Square Press,http://images.amazon.com/images/P/0743418174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418174.01.LZZZZZZZ.jpg,Good in Bed Jennifer Weiner Washington Square Press
0345370805,How to Make an American Quilt,Whitney Otto,1992.0,Ballantine Books,http://images.amazon.com/images/P/0345370805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370805.01.LZZZZZZZ.jpg,How to Make an American Quilt Whitney Otto Ballantine Books
0375703055,Ellen Foster,Kaye Gibbons,1997.0,Vintage Books,http://images.amazon.com/images/P/0375703055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703055.01.LZZZZZZZ.jpg,Ellen Foster Kaye Gibbons Vintage Books
0156006529,Where or When  : A Novel,Anita Shreve,1999.0,Harvest Books,http://images.amazon.com/images/P/0156006529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156006529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156006529.01.LZZZZZZZ.jpg,Where or When  : A Novel Anita Shreve Harvest Books
0446673544,Sex &amp; the City,Candace Bushnell,1997.0,Warner Books,http://images.amazon.com/images/P/0446673544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446673544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446673544.01.LZZZZZZZ.jpg,Sex &amp; the City Candace Bushnell Warner Books
0312243022,The Hours : A Novel,Michael Cunningham,2000.0,Picador,http://images.amazon.com/images/P/0312243022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312243022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312243022.01.LZZZZZZZ.jpg,The Hours : A Novel Michael Cunningham Picador
0385490445,Alias Grace : A Novel,Margaret Atwood,1997.0,Anchor,http://images.amazon.com/images/P/0385490445.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490445.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490445.01.LZZZZZZZ.jpg,Alias Grace : A Novel Margaret Atwood Anchor
0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998.0,Vintage,http://images.amazon.com/images/P/0375700757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.LZZZZZZZ.jpg,Cold Mountain : A Novel CHARLES FRAZIER Vintage
0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989.0,McGraw-Hill,http://images.amazon.com/images/P/0070212570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0070212570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0070212570.01.LZZZZZZZ.jpg,Fried Green Tomatoes at the Whistle Stop Cafe Fannie Flagg McGraw-Hill
0061098361,Circle of Three: A Novel,Patricia Gaffney,2001.0,HarperTorch,http://images.amazon.com/images/P/0061098361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061098361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061098361.01.LZZZZZZZ.jpg,Circle of Three: A Novel Patricia Gaffney HarperTorch
0316781266,The Last Time They Met : A Novel,Anita Shreve,2002.0,Back Bay Books,http://images.amazon.com/images/P/0316781266.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316781266.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316781266.01.LZZZZZZZ.jpg,The Last Time They Met : A Novel Anita Shreve Back Bay Books
0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001.0,Vintage Books USA,http://images.amazon.com/images/P/0375725784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375725784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375725784.01.LZZZZZZZ.jpg,A Heartbreaking Work of Staggering Genius Dave Eggers Vintage Books USA
0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001.0,Ballantine Books,http://images.amazon.com/images/P/0345436911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg,The Dress Lodger (Ballantine Reader's Circle) Sheri Holman Ballantine Books
0670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002.0,Viking Books,http://images.amazon.com/images/P/0670030643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670030643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670030643.01.LZZZZZZZ.jpg,The Eyre Affair (Alex Awards (Awards)) Jasper Fforde Viking Books
0440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978.0,Laure Leaf,http://images.amazon.com/images/P/0440940001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440940001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440940001.01.LZZZZZZZ.jpg,Island of the Blue Dolphins (Laurel Leaf Books) Scott O'Dell Laure Leaf
0425163385,The Night Crew,John Sandford,2004.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425163385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425163385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425163385.01.LZZZZZZZ.jpg,The Night Crew John Sandford Berkley Publishing Group
0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002.0,Pocket,http://images.amazon.com/images/P/0671042262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042262.01.LZZZZZZZ.jpg,The Blue Nowhere : A Novel Jeffery Deaver Pocket
0679731148,A Year in Provence,Peter Mayle,1991.0,Vintage Books USA,http://images.amazon.com/images/P/0679731148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679731148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg,A Year in Provence Peter Mayle Vintage Books USA
0380600129,The Indian in the Cupboard,Lynne Reid Banks,1999.0,HarperTrophy,http://images.amazon.com/images/P/0380600129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380600129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380600129.01.LZZZZZZZ.jpg,The Indian in the Cupboard Lynne Reid Banks HarperTrophy
0440226430,Summer Sisters,Judy Blume,1999.0,Dell Publishing Company,http://images.amazon.com/images/P/0440226430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226430.01.LZZZZZZZ.jpg,Summer Sisters Judy Blume Dell Publishing Company
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996.0,Workman Pub Co,http://images.amazon.com/images/P/089480829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg,What to Expect When You're Expecting (Revised Edition) Arlene Eisenberg Workman Pub Co
0894805770,What to Expect the First Year,Arlene Eisenberg,1989.0,Workman Publishing,http://images.amazon.com/images/P/0894805770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894805770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894805770.01.LZZZZZZZ.jpg,What to Expect the First Year Arlene Eisenberg Workman Publishing
0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000.0,Perennial,http://images.amazon.com/images/P/0688177751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg,Miss Julia Speaks Her Mind : A Novel Ann B. Ross Perennial
0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001.0,Ballantine Books,http://images.amazon.com/images/P/0345438329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345438329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345438329.01.LZZZZZZZ.jpg,Big Stone Gap: A Novel (Ballantine Reader's Circle) Adriana Trigiani Ballantine Books
0375707972,The Reader,Bernhard Schlink,1999.0,Vintage Books USA,http://images.amazon.com/images/P/0375707972.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375707972.01.LZZZZZZZ.jpg,The Reader Bernhard Schlink Vintage Books USA
0399501487,Lord of the Flies,William Gerald Golding,1959.0,Perigee Trade,http://images.amazon.com/images/P/0399501487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.LZZZZZZZ.jpg,Lord of the Flies William Gerald Golding Perigee Trade
0440224764,The Partner,John Grisham,1998.0,Dell Publishing Company,http://images.amazon.com/images/P/0440224764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224764.01.LZZZZZZZ.jpg,The Partner John Grisham Dell Publishing Company
0553572997,The Alienist,Caleb Carr,1995.0,Bantam Books,http://images.amazon.com/images/P/0553572997.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572997.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572997.01.LZZZZZZZ.jpg,The Alienist Caleb Carr Bantam Books
0373218192,Engaging The Enemy,Nora Roberts,2003.0,Silhouette,http://images.amazon.com/images/P/0373218192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218192.01.LZZZZZZZ.jpg,Engaging The Enemy Nora Roberts Silhouette
0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996.0,Ballantine Books,http://images.amazon.com/images/P/0345416260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345416260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345416260.01.LZZZZZZZ.jpg,Pope Joan (Ballantine Reader's Circle) Donna Woolfolk Cross Ballantine Books
0385486804,Into the Wild,Jon Krakauer,1997.0,Anchor,http://images.amazon.com/images/P/0385486804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg,Into the Wild Jon Krakauer Anchor
0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003.0,Doubleday,http://images.amazon.com/images/P/0385512104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385512104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385512104.01.LZZZZZZZ.jpg,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13) Mark Haddon Doubleday
0440236673,The Brethren,John Grisham,2000.0,Island,http://images.amazon.com/images/P/0440236673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236673.01.LZZZZZZZ.jpg,The Brethren John Grisham Island
0440235162,The Smoke Jumper,Nicholas Evans,2002.0,Dell Publishing Company,http://images.amazon.com/images/P/0440235162.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235162.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235162.01.LZZZZZZZ.jpg,The Smoke Jumper Nicholas Evans Dell Publishing Company
0425158616,Cause of Death,Patricia Daniels Cornwell,1997.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425158616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg,Cause of Death Patricia Daniels Cornwell Berkley Publishing Group
0060175400,The Poisonwood Bible,Barbara Kingsolver,1999.0,HarperCollins,http://images.amazon.com/images/P/0060175400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060175400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060175400.01.LZZZZZZZ.jpg,The Poisonwood Bible Barbara Kingsolver HarperCollins
0671537458,Waiting to Exhale,Terry McMillan,1995.0,Pocket,http://images.amazon.com/images/P/0671537458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671537458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671537458.01.LZZZZZZZ.jpg,Waiting to Exhale Terry McMillan Pocket
0425161242,Chromosome 6,Robin Cook,2000.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425161242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425161242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425161242.01.LZZZZZZZ.jpg,Chromosome 6 Robin Cook Berkley Publishing Group
0425169863,Point of Origin,Patricia Daniels Cornwell,1999.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425169863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg,Point of Origin Patricia Daniels Cornwell Berkley Publishing Group
0345380371,Rising Sun,MICHAEL CRICHTON,1992.0,Ballantine Books,http://images.amazon.com/images/P/0345380371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345380371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345380371.01.LZZZZZZZ.jpg,Rising Sun MICHAEL CRICHTON Ballantine Books
0446610038,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,http://images.amazon.com/images/P/0446610038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610038.01.LZZZZZZZ.jpg,1st to Die: A Novel James Patterson Warner Vision
0805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995.0,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805019375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805019375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805019375.01.LZZZZZZZ.jpg,L Is for Lawless (Kinsey Millhone Mysteries) Sue Grafton Henry Holt &amp; Company
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998.0,Anchor,http://images.amazon.com/images/P/0385492081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385492081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385492081.01.LZZZZZZZ.jpg,Into Thin Air : A Personal Account of the Mt. Everest Disaster JON KRAKAUER Anchor
067976402X,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg,Snow Falling on Cedars David Guterson Vintage Books USA
0425167313,Here on Earth,Alice Hoffman,1998.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425167313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425167313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425167313.01.LZZZZZZZ.jpg,Here on Earth Alice Hoffman Berkley Publishing Group
034540288X,The Lost World,Michael Crichton,1996.0,Ballantine Books,http://images.amazon.com/images/P/034540288X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.LZZZZZZZ.jpg,The Lost World Michael Crichton Ballantine Books
0553282476,CAT'S EYE,MARGARET ATWOOD,1989.0,Bantam,http://images.amazon.com/images/P/0553282476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553282476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553282476.01.LZZZZZZZ.jpg,CAT'S EYE MARGARET ATWOOD Bantam
0449212602,The Handmaid's Tale,Margaret Atwood,1989.0,Fawcett Books,http://images.amazon.com/images/P/0449212602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449212602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449212602.01.LZZZZZZZ.jpg,The Handmaid's Tale Margaret Atwood Fawcett Books
0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999.0,Scribner,http://images.amazon.com/images/P/0684867621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684867621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684867621.01.LZZZZZZZ.jpg,The Girl Who Loved Tom Gordon : A Novel Stephen King Scribner
0345413903,The Murder Book,Jonathan Kellerman,2003.0,Ballantine Books,http://images.amazon.com/images/P/0345413903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413903.01.LZZZZZZZ.jpg,The Murder Book Jonathan Kellerman Ballantine Books
0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988.0,Jove Books,http://images.amazon.com/images/P/0515095826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515095826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515095826.01.LZZZZZZZ.jpg,The Cat Who Knew Shakespeare Lilian Jackson Braun Jove Books
0425115801,Lightning,Dean R. Koontz,1996.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425115801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425115801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425115801.01.LZZZZZZZ.jpg,Lightning Dean R. Koontz Berkley Publishing Group
0671024248,Hearts In Atlantis,Stephen King,2000.0,Pocket,http://images.amazon.com/images/P/0671024248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg,Hearts In Atlantis Stephen King Pocket
0446607711,The Simple Truth,David Baldacci,1999.0,Warner Books,http://images.amazon.com/images/P/0446607711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607711.01.LZZZZZZZ.jpg,The Simple Truth David Baldacci Warner Books
038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,2000.0,Anchor Pub,http://images.amazon.com/images/P/038548951X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038548951X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038548951X.01.LZZZZZZZ.jpg,Sister of My Heart Chitra Banerjee Divakaruni Anchor Pub
0140254544,A Light in the Window (The Mitford Years),Jan Karon,1996.0,Penguin Books,http://images.amazon.com/images/P/0140254544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.LZZZZZZZ.jpg,A Light in the Window (The Mitford Years) Jan Karon Penguin Books
0451524934,1984,George Orwell,1990.0,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg,1984 George Orwell Signet Book
0345350499,The Mists of Avalon,MARION ZIMMER BRADLEY,1987.0,Del Rey,http://images.amazon.com/images/P/0345350499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345350499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345350499.01.LZZZZZZZ.jpg,The Mists of Avalon MARION ZIMMER BRADLEY Del Rey
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312976275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel) Janet Evanovich St. Martin's Paperbacks
0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001.0,Broadway Books,http://images.amazon.com/images/P/0767905180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg,Jemima J: A Novel About Ugly Ducklings and Swans Jane Green Broadway Books
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999.0,Arthur A. Levine Books,http://images.amazon.com/images/P/059035342X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.LZZZZZZZ.jpg,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)) J. K. Rowling Arthur A. Levine Books
0316089699,Sea Glass: A Novel,Anita Shreve,2003.0,Back Bay Books,http://images.amazon.com/images/P/0316089699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316089699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316089699.01.LZZZZZZZ.jpg,Sea Glass: A Novel Anita Shreve Back Bay Books
0671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,1990.0,Free Press,http://images.amazon.com/images/P/0671708635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671708635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671708635.01.LZZZZZZZ.jpg,Seven Habits Of Highly Effective People Stephen R. Covey Free Press
0345342968,Fahrenheit 451,RAY BRADBURY,1987.0,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,Fahrenheit 451 RAY BRADBURY Del Rey
0812550706,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994.0,Tor Books,http://images.amazon.com/images/P/0812550706.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812550706.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812550706.01.LZZZZZZZ.jpg,Ender's Game (Ender Wiggins Saga (Paperback)) Orson Scott Card Tor Books
0345348109,The Killer Angels,Michael Shaara,1993.0,Ballantine Books,http://images.amazon.com/images/P/0345348109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345348109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345348109.01.LZZZZZZZ.jpg,The Killer Angels Michael Shaara Ballantine Books
0451177096,Dolores Claiborne,Stephen King,2004.0,Signet Book,http://images.amazon.com/images/P/0451177096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.LZZZZZZZ.jpg,Dolores Claiborne Stephen King Signet Book
0425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425122123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425122123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425122123.01.LZZZZZZZ.jpg,Clear and Present Danger (Jack Ryan Novels) Tom Clancy Berkley Publishing Group
0060922532,Pigs in Heaven,Barbara Kingsolver,1994.0,Perennial,http://images.amazon.com/images/P/0060922532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060922532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060922532.01.LZZZZZZZ.jpg,Pigs in Heaven Barbara Kingsolver Perennial
0440236703,Tell No One,Harlan Coben,2002.0,Dell Publishing Company,http://images.amazon.com/images/P/0440236703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236703.01.LZZZZZZZ.jpg,Tell No One Harlan Coben Dell Publishing Company
0375706410,Waiting (Vintage International),Ha Jin,2000.0,Vintage Books USA,http://images.amazon.com/images/P/0375706410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706410.01.LZZZZZZZ.jpg,Waiting (Vintage International) Ha Jin Vintage Books USA
0345384350,Icebound,Dean R. Koontz,1995.0,Ballantine Books,http://images.amazon.com/images/P/0345384350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384350.01.LZZZZZZZ.jpg,Icebound Dean R. Koontz Ballantine Books
0425175405,Black Notice,Patricia Daniels Cornwell,2000.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425175405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425175405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425175405.01.LZZZZZZZ.jpg,Black Notice Patricia Daniels Cornwell Berkley Publishing Group
0380731851,Mystic River,Dennis Lehane,2002.0,HarperTorch,http://images.amazon.com/images/P/0380731851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380731851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380731851.01.LZZZZZZZ.jpg,Mystic River Dennis Lehane HarperTorch
0446604666,Sick Puppy,Carl Hiaasen,2001.0,Warner Vision,http://images.amazon.com/images/P/0446604666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.LZZZZZZZ.jpg,Sick Puppy Carl Hiaasen Warner Vision
0553579754,Fear Nothing,DEAN KOONTZ,1998.0,Bantam,http://images.amazon.com/images/P/0553579754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.LZZZZZZZ.jpg,Fear Nothing DEAN KOONTZ Bantam
